PGN,PG Label
64160.0,High Voltage Energy Storage Pack 25 History
64161.0,High Voltage Energy Storage Pack 25 Configuration
64162.0,High Voltage Energy Storage Pack 26 History
64163.0,High Voltage Energy Storage Pack 26 Configuration
64164.0,Automated Driving System Control 2
64165.0,Dual Fuel Mode 3
64166.0,Dual Fuel Mode 2
64167.0,Dual Fuel Mode 1
64168.0,Transmission 1 History
64169.0,Transmission Shaft Twist Information
64170.0,Electronic Auxiliary Transmission Controller 2
64171.0,High Voltage Energy Storage Pack 10 Configuration
64172.0,High Voltage Energy Storage Pack 10 History
64173.0,High Voltage Energy Storage Pack 9 Configuration
64174.0,High Voltage Energy Storage Pack 9 History
64175.0,High Voltage Energy Storage Pack 8 Configuration
64176.0,High Voltage Energy Storage Pack 8 History
64177.0,High Voltage Energy Storage Pack 7 Configuration
64178.0,High Voltage Energy Storage Pack 7 History
64179.0,AUTOSAR Time Syncronization
64180.0,EV DC Charging Limits 1
64181.0,EVSE DC Charging Limits 1
64182.0,EVSE DC Charging Limits 2
64183.0,EV DC Charging Target
64184.0,EVSE DC Status 1
64185.0,EVSE 1 Contactor Cmd 1
64186.0,EVSE 1 Contactor Status 1
64187.0,Direct Lamp Control Command 3
64188.0,Direct Lamp Control Data 3
64189.0,Motor/Generator 1 Lifetime Data
64190.0,Motor/Generator 2 Lifetime Data
64191.0,Motor/Generator 3 Lifetime Data
64192.0,Motor/Generator 4 Lifetime Data
64193.0,Motor/Generator 5 Lifetime Data
64194.0,Motor/Generator 6 Lifetime Data
64195.0,Air Supply Pressure 3
64196.0,EVSE AC Supply Voltage
64197.0,EVSE AC 3-Phase Load
64198.0,Electronic Retarder Controller 3
64200.0,Electronic Transmission Controller 14
64203.0,Collision Avoidance System 4
64204.0,Collision Avoidance System 3
64205.0,Aftertreatment 1 SCR Exhaust Gas Pressures 2
64206.0,PTO Information 2
64207.0,EVCC Diagnostic Data 1
64208.0,Cab Door Control 2
64209.0,Engine Average Information 2
64210.0,Turbocharger Information 9
64211.0,Automated Driving System Control 1
64212.0,EVSE AC Status 2
64213.0,EVSE AC Status 1
64214.0,EVSE Status 1
64215.0,Object Detection Message #1/1
64216.0,Object Detection Message #2/1
64217.0,Object Detection Message #2/2
64218.0,Object Detection Message #2/3
64219.0,Object Detection Message #2/4
64220.0,Object Detection Message #2/5
64221.0,Object Detection Message #2/6
64222.0,Object Detection Message #2/7
64223.0,Object Detection Message #2/8
64224.0,Object Detection Message #2/9
64225.0,Object Detection Message #2/10
64226.0,Object Detection Message #2/11
64227.0,Object Detection Message #2/12
64228.0,Object Detection Message #2/13
64229.0,Object Detection Message #2/14
64230.0,Object Detection Message #2/15
64231.0,Object Detection Message #2/16
64232.0,Object Detection Message #2/17
64233.0,Object Detection Message #2/18
64234.0,Object Detection Message #2/19
64235.0,Object Detection Message #2/20
64236.0,Object Detection Message #2/21
64237.0,Temperature Sensing Module 1
64238.0,Temperature Sensing Module 2
64239.0,Aftertreatment 2 SCR Service Information 3
64240.0,Aftertreatment 1 SCR Service Information 3
64241.0,PSA Times Lifetime Hours
64242.0,PSA Times Stored 100 Hours
64243.0,PSA Times Active 100 Hours
64244.0,Hybrid Charge Depleting or Increasing Operation Lifetime Hours
64245.0,Hybrid Charge Depleting or Increasing Operation Stored 100 Hours
64246.0,Hybrid Charge Depleting or Increasing Operation Active 100 Hours
64247.0,Aftertreatment 1 Historical Information 3
64249.0,Aftertreatment 1 SCR 2 NOx Mass and NH3 Storage
64250.0,Aftertreatment 1 SCR 1 NOx Mass and NH3 Storage
64251.0,Evaporative System Pressure and Control
64252.0,GHG Tracking Lifetime Array Data
64253.0,GHG Tracking Stored 100 Hour Array Data
64254.0,GHG Tracking Active 100 Hour Array Data
64255.0,Green House Gas Stored 100 Hour Active Technology Tracking 
64256.0,Green House Gas Active 100 Hour Active Technology Tracking 
64257.0,Green House Gas Lifetime Active Technology Tracking 
64258.0,NOx Tracking Engine Activity Lifetime Fuel Consumption Bins 
64259.0,NOx Tracking Engine Activity Lifetime Engine Run Time Bins 
64260.0,NOx Tracking Engine Activity Lifetime Vehicle Distance Bins 
64261.0,NOx Tracking Engine Activity Lifetime Engine Output Energy Bins 
64262.0,NOx Tracking Valid NOx Lifetime Fuel Consumption Bins 
64263.0,NOx Tracking Valid NOx Lifetime Engine Run Time Bins 
64264.0,NOx Tracking Valid NOx Lifetime Vehicle Distance Bins 
64265.0,NOx Tracking Valid NOx Lifetime Engine Output Energy Bins 
64266.0,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins 
64267.0,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins 
64268.0,NOx Tracking Stored 100 Hour Fuel Consumption Bins 
64269.0,NOx Tracking Stored 100 Hour Engine Run Time Bins 
64270.0,NOx Tracking Stored 100 Hour Vehicle Distance Bins 
64271.0,NOx Tracking Stored 100 Hour Engine Output Energy Bins 
64272.0,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins 
64273.0,NOx Tracking Stored 100 Hour System Out NOx Mass Bins 
64274.0,NOx Tracking Active 100 Hour Fuel Consumption Bins 
64275.0,NOx Tracking Active 100 Hour Engine Run Time Bins 
64276.0,NOx Tracking Active 100 Hour Vehicle Distance Bins 
64277.0,NOx Tracking Active 100 Hour Engine Output Energy Bins 
64278.0,NOx Tracking Active 100 Hour Engine Out NOx Mass Bins 
64279.0,NOx Tracking Active 100 Hour System Out NOx Mass Bins 
64280.0,Motor/Generator 6 Inverter Control 2
64281.0,Motor/Generator 6 Inverter Limits Request Power
64282.0,Motor/Generator 6 Inverter Limits Request Mechanical
64283.0,Motor/Generator 6 Inverter Limits Request DC Side
64284.0,Motor/Generator 6 Inverter Isolation Integrity Request
64285.0,Motor/Generator 5 Inverter Control 2
64286.0,Motor/Generator 5 Inverter Limits Request Power
64287.0,Motor/Generator 5 Inverter Limits Request Mechanical
64288.0,Motor/Generator 5 Inverter Limits Request DC Side
64289.0,Motor/Generator 5 Inverter Isolation Integrity Request
64290.0,Motor/Generator 4 Inverter Control 2
64291.0,Motor/Generator 4 Inverter Limits Request Power
64292.0,Motor/Generator 4 Inverter Limits Request Mechanical
64293.0,Motor/Generator 4 Inverter Limits Request DC Side
64294.0,Motor/Generator 4 Inverter Isolation Integrity Request
64295.0,Motor/Generator 3 Inverter Control 2
64296.0,Motor/Generator 3 Inverter Limits Request Power
64297.0,Motor/Generator 3 Inverter Limits Request Mechanical
64298.0,Motor/Generator 3 Inverter Limits Request DC Side
64299.0,Motor/Generator 3 Inverter Isolation Integrity Request
64300.0,Diagnostic Readiness 4
64301.0,Turbocharger Information 8
64302.0,Winch Information 2
64303.0,Motor/Generator 6 Inverter Reference 1
64304.0,Motor/Generator 6 Inverter Status 1
64305.0,Motor/Generator 6 Inverter Reference 2
64306.0,Motor/Generator 6 Inverter Temperature
64307.0,Motor/Generator 6 Inverter Motor Temperature
64308.0,Motor/Generator 6 Inverter Isolation Integrity
64309.0,Motor/Generator 6 Inverter Active Power Limits
64310.0,Motor/Generator 5 Inverter Reference 1
64311.0,Motor/Generator 5 Inverter Status 1
64312.0,Motor/Generator 5 Inverter Reference 2
64313.0,Motor/Generator 5 Inverter Temperature
64314.0,Motor/Generator 5 Inverter Motor Temperature
64315.0,Motor/Generator 5 Inverter Isolation Integrity
64316.0,Motor/Generator 5 Inverter Active Power Limits
64317.0,Motor/Generator 4 Inverter Reference 1
64318.0,Motor/Generator 4 Inverter Status 1
64319.0,Motor/Generator 4 Inverter Reference 2
64320.0,Motor/Generator 4 Inverter Temperature
64321.0,Motor/Generator 4 Inverter Motor Temperature
64322.0,Motor/Generator 4 Inverter Isolation Integrity
64323.0,Motor/Generator 4 Inverter Active Power Limits
64324.0,Motor/Generator 3 Inverter Reference 1
64325.0,Motor/Generator 3 Inverter Status 1
64326.0,Motor/Generator 3 Inverter Reference 2
64327.0,Motor/Generator 3 Inverter Temperature
64328.0,Motor/Generator 3 Inverter Motor Temperature
64329.0,Motor/Generator 3 Inverter Isolation Integrity
64330.0,Motor/Generator 3 Inverter Active Power Limits
64331.0,Automated Driving System Status 1
64332.0,Cab Climate System Information 2
64333.0,Maintenance Information
64334.0,Hoist Control Information
64335.0,High Voltage Energy Storage Pack 6 History
64336.0,High Voltage Energy Storage Pack 6 Configuration
64337.0,High Voltage Energy Storage Pack 5 History
64338.0,High Voltage Energy Storage Pack 5 Configuration
64339.0,High Voltage Energy Storage Pack 4 History
64340.0,High Voltage Energy Storage Pack 4 Configuration
64341.0,High Voltage Energy Storage Pack 3 History
64342.0,High Voltage Energy Storage Pack 3 Configuration
64343.0,High Voltage Energy Storage Pack 2 History
64344.0,High Voltage Energy Storage Pack 2 Configuration
64345.0,High Voltage Energy Storage Pack 1 History
64346.0,High Voltage Energy Storage Pack 1 Configuration
64347.0,Vehicle Fire Suppression System Module 1 Detector Data
64348.0,Vehicle Fire Suppression System Module 2 Detector Data
64349.0,Vehicle Fire Suppression System Module 3 Detector Data
64350.0,Vehicle Fire Suppression System Module 4 Detector Data
64351.0,Vehicle Fire Suppression System Module 1 Auxilliary Data
64352.0,Vehicle Fire Suppression System Module 2 Auxilliary Data
64353.0,Vehicle Fire Suppression System Module 3 Auxilliary Data
64354.0,Vehicle Fire Suppression System Module 4 Auxilliary Data
64355.0,Vehicle Fire Suppression System Module 1 Names
64356.0,Vehicle Fire Suppression System Module 2 Names
64357.0,Vehicle Fire Suppression System Module 3 Names
64358.0,Vehicle Fire Suppression System Module 4 Names
64359.0,Motor/Generator 2 Inverter Active Power Limits
64360.0,Motor/Generator 2 Inverter Isolation Integrity
64361.0,Motor/Generator 1 Inverter Active Power Limits
64362.0,Motor/Generator 1 Inverter Isolation Integrity
64363.0,High Voltage Bus Information
64364.0,Motor/Generator 2 Inverter Reference 1
64365.0,Motor/Generator 2 Inverter Status 1
64366.0,Motor/Generator 2 Inverter Reference 2
64367.0,Motor/Generator 2 Inverter Temperature
64368.0,Motor/Generator 2 Inverter Motor Temperature
64369.0,Motor/Generator 1 Inverter Motor Temperature
64370.0,Motor/Generator 1 Inverter Temperature
64371.0,Motor/Generator 1 Inverter Reference 2
64372.0,Motor/Generator 1 Inverter Status 1
64373.0,Motor/Generator 1 Inverter Reference 1
64374.0,Personnel Detect Status
64375.0,Engine Cylinder Pressure Gamma 1
64376.0,Engine Cylinder Pressure Gamma 2
64377.0,Engine Cylinder Pressure Gamma 3
64378.0,Engine Cylinder Pressure Gamma 4
64379.0,Engine Cylinder Pressure Gamma 5
64380.0,Reserved for Network Operation Mode
64381.0,Electrified Accessory Generator Coolant Pump Status 1
64382.0,Electrified Accessory Generator Coolant Fan Status 1
64383.0,Well Stimulation Pump System Filter Information
64384.0,PTO Governor Configuration
64385.0,On Board Programming 2
64386.0,Primary or Rear Hitch Yaw
64387.0,Secondary or Front Hitch Yaw
64388.0,Operator Status
64389.0,Engine Idle Management Information
64390.0,Alcohol Interlock To Vehicle
64391.0,Vehicle To Alcohol Interlock
64392.0,Marine Control Information 3
64393.0,Engine Fluid Level/Pressure 13
64394.0,High Voltage Energy Storage System Data 11
64395.0,Economy Mode Inactive Hours
64396.0,Economy Mode Estimated Instantaneous Fuel Savings Rate
64397.0,Economy Mode Active Hours
64398.0,Economy Mode Fuel Used
64399.0,Economy Mode Estimated Fuel Savings
64400.0,DC/DC Converter 4 Voltage
64401.0,DC/DC Converter 3 Voltage
64402.0,DC/DC Converter 2 Voltage
64403.0,DC/DC Converter 1 Voltage
64404.0,Electronic Engine Controller 22
64405.0,Engine Hours 2
64406.0,Engine Information 3
64407.0,Vehicle Electrical Power 15
64408.0,Exhaust Oxygen 2
64409.0,DC/AC Accessory Inverter 1 Temperatures
64410.0,DC/AC Accessory Inverter 1 DC Side Limits 
64411.0,DC/AC Accessory Inverter 1 AC Side Limits 
64412.0,DC/AC Accessory Inverter 1 Configuration 1
64413.0,DC/AC Accessory Inverter 1 Lifetime Data
64414.0,DC/AC Accessory Inverter 2 Temperatures
64415.0,DC/AC Accessory Inverter 2 DC Side Limits 
64416.0,DC/AC Accessory Inverter 2 AC Side Limits 
64417.0,DC/AC Accessory Inverter 2 Configuration 1
64418.0,DC/AC Accessory Inverter 2 Lifetime Data
64419.0,DC/AC Accessory Inverter 3 Temperatures
64420.0,DC/AC Accessory Inverter 3 DC Side Limits 
64421.0,DC/AC Accessory Inverter 3 AC Side Limits 
64422.0,DC/AC Accessory Inverter 3 Configuration 1
64423.0,DC/AC Accessory Inverter 3 Lifetime Data
64424.0,DC/AC Accessory Inverter 4 Temperatures
64425.0,DC/AC Accessory Inverter 4 DC Side Limits 
64426.0,DC/AC Accessory Inverter 4 AC Side Limits 
64427.0,DC/AC Accessory Inverter 4 Configuration 1
64428.0,DC/AC Accessory Inverter 4 Lifetime Data
64429.0,DC/AC Accessory Inverter 5 Temperatures
64430.0,DC/AC Accessory Inverter 5 DC Side Limits 
64431.0,DC/AC Accessory Inverter 5 AC Side Limits 
64432.0,DC/AC Accessory Inverter 5 Configuration 1
64433.0,DC/AC Accessory Inverter 5 Lifetime Data
64434.0,Well Stimulation Pump Sensor Calibration Status
64435.0,Well Stimulation Pump Fluid Volume
64436.0,Well Stimulation Pump Serial Number
64437.0,Well Stimulation Pump Trip Hours
64438.0,Aftertreatment 1 Outlet Gas 4
64439.0,Aftertreatment 1 Intake Gas 4
64440.0,DC/DC Converter 4 Lifetime Data
64441.0,DC/DC Converter 4 Configuration 1
64442.0,DC/DC Converter 4 SLI Battery Limits
64443.0,DC/DC Converter 4 Temperatures
64444.0,DC/DC Converter 4 Low Side Limits
64445.0,DC/DC Converter 4 High Side Limits
64446.0,DC/DC Converter 3 Lifetime Data
64447.0,DC/DC Converter 3 Configuration 1
64448.0,DC/DC Converter 3 SLI Battery Limits
64449.0,DC/DC Converter 3 Temperatures
64450.0,DC/DC Converter 3 Low Side Limits
64451.0,DC/DC Converter 3 High Side Limits
64452.0,DC/DC Converter 2 Lifetime Data
64453.0,DC/DC Converter 2 Configuration 1
64454.0,DC/DC Converter 2 SLI Battery Limits
64455.0,DC/DC Converter 2 Temperatures
64456.0,DC/DC Converter 2 Low Side Limits
64457.0,DC/DC Converter 2 High Side Limits
64458.0,CiA 602-2 AUTOSAR CAN-NM
64459.0,Engine Exhaust Particulate Control System Info
64460.0,Well Stimulation Pump Hours
64461.0,Well Stimulation Pump System Configuration Status
64462.0,Configurable Receive SPNs Status
64463.0,DC/DC Converter 1 Lifetime Data
64464.0,DC/DC Converter 1 Configuration 1
64465.0,DC/DC Converter 1 SLI Battery Limits
64466.0,Pump Oil Message
64467.0,Well Stimulation Pump System Lifetime Totals
64468.0,Well Stimulation Pump System Configuration
64469.0,Aftercooler and Oil Cooler Fluids 2
64470.0,Electronic Engine Controller 21
64471.0,Configurable Transmit PGNs Status
64472.0,DC/DC Converter 1 Temperatures
64473.0,DC/DC Converter 1 Low Side Limits
64474.0,DC/DC Converter 1 High Side Limits
64475.0,Reserved for Diagnostic Message
64476.0,Door Control 4
64477.0,Door Control 3
64478.0,Engine Temperature 6
64479.0,Intake/Exhaust Conditions 3
64480.0,Aftercooler and Oil Cooler Fluids 1
64481.0,Diode Temperature 2
64482.0,Diode Temperature 1
64483.0,Alternator Temperature 2
64484.0,Fuel Information 7 (Gaseous)
64485.0,High Voltage Energy Storage System Fan Status
64486.0,High Voltage Energy Storage System Fan Commands
64487.0,SCR Operator Inducement Information 5
64488.0,Aftertreatment System Information 2
64489.0,Ethernet 1 Connection Information 2
64490.0,Ethernet 1 Connection Information 1
64491.0,Oil Debris Monitor Counts Ferrous Bins 1 & 2
64492.0,Oil Debris Monitor Counts Ferrous Bins 3 & 4
64493.0,Oil Debris Monitor Counts Ferrous Bins 5 & 6
64494.0,Oil Debris Monitor Counts Non-Ferrous Bins 1 & 2
64495.0,Oil Debris Monitor Counts Non-Ferrous Bins 3 & 4
64496.0,Oil Debris Monitor Counts Non-Ferrous Bins 5 & 6
64497.0,Oil Debris Monitoring System Status
64499.0,Cruise Control / Vehicle Speed 5
64500.0,Aftertreatment 2 Diesel Oxidation Catalyst 2
64501.0,Aftertreatment 1 Diesel Oxidation Catalyst 2
64502.0,Vehicle Position 2
64503.0,Electrified Accessory Propulsion Motor Coolant Fan 3 Status 1
64504.0,Electrified Accessory Propulsion Motor Coolant Fan 2 Status 1
64505.0,Electrified Accessory Propulsion Motor Coolant Fan 1 Status 1
64506.0,Electrified Accessory Power Electronics Coolant Fan 3 Status 1
64507.0,Electrified Accessory Power Electronics Coolant Fan 2 Status 1
64508.0,Electrified Accessory Power Electronics Coolant Fan 1 Status 1
64509.0,Electrified Accessory Propulsion Motor Oil Pump Status 1
64510.0,Electrified Accessory Propulsion Motor Coolant Pump Status 1
64511.0,Electrified Accessory Power Electronics Coolant Pump Status 1
64513.0,Electrified Accessory Motor Status 1
64514.0,SCR System Information
64515.0,Vehicle Electrical Power 14
64516.0,Vehicle Electrical Power 13
64517.0,Vehicle Electrical Power 12
64518.0,Vehicle Electrical Power 11
64519.0,Vehicle Electrical Power 10
64520.0,Vehicle Electrical Power 9
64521.0,Vehicle Electrical Power 8
64522.0,Vehicle Electrical Power 7
64523.0,Electronic Engine Controller 20
64524.0,Evaporative Systems
64525.0,Fire Pump Statistics 1
64526.0,Primary or Rear Hitch Roll and Pitch Sensitivity
64527.0,Secondary or Front Hitch Roll and Pitch Sensitivity
64528.0,Ambient Conditions 3
64529.0,Total Gaseous Fuel Information
64530.0,Cab Door Control 1
64531.0,Door Latch Status
64532.0,"Vehicle Electrical Power 3 (obsolete, use PGN 65106)"
64533.0,Vehicle Electrical Power 6
64534.0,Payload Temperature 2
64535.0,Payload Temperature 1
64536.0,Payload System Totals 2
64537.0,Payload System Totals 1
64538.0,HVESS Thermal Management System Control 1
64539.0,HVESS Thermal Management System Control 2
64540.0,Refrigeration Compartment Information 1
64541.0,Refrigeration Compartment Information 2
64546.0,Electronic Engine Controller 19
64547.0,Fuel Consumption (Liquid) 2
64548.0,Aftertreatment 2 Diesel Exhaust Fluid Tank 1 Information 2
64549.0,Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Information 2
64550.0,Aftertreatment 2 Diesel Exhaust Fluid Information 2
64551.0,Aftertreatment 1 Diesel Exhaust Fluid Information 2
64553.0,Forward Lane Image 3
64554.0,Operator Inducement Information
64555.0,Cruise Control / Vehicle Speed 4
64556.0,Brake Caliper Lining Clearance
64557.0,Alternate Fuel 5
64558.0,Engine Turbocharger Control 3
64559.0,Fire Suppression Agent Status
64560.0,SCR Operator Inducement Information 4
64561.0,Aftertreatment System Information 1
64562.0,Aftertreatment 1 Particulate Sensor Information 3
64563.0,Engine Fuel Injector Metering Rail Pressure Information 3
64564.0,Engine Fuel Injector Metering Rail Pressure Information 2
64565.0,Aftertreatment 2 Diesel Exhaust Fluid Pump 1 Information
64566.0,Gaseous Fuel Supply Valve Information
64567.0,Engine Oil Mist Detection Information 2
64568.0,Engine Oil Mist Detection Information 1
64569.0,Gaseous Fuel Supply Pressure 2
64570.0,Gaseous Fuel Supply Pressure 1
64571.0,Engine End Bearing Temperature 3
64572.0,Engine End Bearing Temperature 2
64573.0,Engine End Bearing Temperature 1
64574.0,Heat Exchanger Debris Purge Information
64575.0,Engine Turbocharger Control 2
64576.0,Engine Hydraulic Fuel 2 Pump Status
64577.0,Alternate Fuel 4
64578.0,Tire Condition Message 2
64579.0,Tire Configuration Status Information
64581.0,Tire Wireless Signal Strength Indicator
64582.0,Tire Sensor Identification Status
64583.0,Monitored Tire Information
64584.0,Aftertreatment 2 Historical Information 2
64585.0,Aftertreatment 1 Historical Information 2
64586.0,SCR System Cleaning
64587.0,Electronic Engine Controller 17
64588.0,SCR Operator Inducement Information 3
64589.0,Aftertreatment 2 SCR Dosing System Information 3
64590.0,Aftertreatment 1 SCR Dosing System Information 3
64591.0,Payload Weight Sensor Information
64592.0,Payload System Status
64593.0,Air Suspension Control 7
64594.0,Bin Weight and Lift Count
64595.0,Engine Gaseous Leakage Information
64596.0,Driving and Rest Times Driver 2
64597.0,Driving and Rest Times Driver 1
64598.0,SCR Operator Inducement Information 2
64599.0,SCR Operator Inducement Information 1
64600.0,Turbocharger Information 7
64601.0,Engine Load Sharing Information
64602.0,Synchronized Service Distance Information
64603.0,Synchronized Service Delay/Operational Time Based Information
64604.0,Synchronized Service Delay/Calendar Time Based Information
64605.0,High Voltage Energy Storage System Configuration
64606.0,High Voltage Energy Storage System History
64607.0,Encoder Position
64608.0,Encoder High Resolution Position
64609.0,Encoder Speed
64610.0,Encoder Acceleration
64611.0,Encoder Position with Speed and Acceleration
64612.0,Inclinometer Slope Longitudinal (16 bit)
64613.0,Inclinometer Slope Longitudinal (32 bit)
64614.0,Inclinometer Slope Lateral (16 bit)
64615.0,Inclinometer Slope Lateral (32 bit)
64616.0,CANopen Emergency Message
64617.0,EV Operator Indicators 1
64620.0,Alarm
64621.0,Acoustic Warning Request
64622.0,Acoustic Warning State
64623.0,Vehicle Load
64624.0,Body Application Unit 1
64625.0,Body Application Unit 2
64626.0,Body Application Unit 3
64627.0,Body Application Unit 4
64628.0,Body Application Unit 5
64629.0,Body Application Unit 6
64630.0,Body Application Unit 7
64631.0,Body Application Unit 8
64632.0,Electronic Control Unit
64633.0,ECU Power Supply
64634.0,ECU Temperature
64635.0,Error
64636.0,Heating And Refrigerating Unit 1
64637.0,Heating And Refrigerating Unit 2
64638.0,Heating And Refrigerating Unit 3
64639.0,Heating And Refrigerating Unit 4
64640.0,HRU Temperature Setpoint
64641.0,Lifting Unit 1
64642.0,Tail-Lift Unit 1
64643.0,Vehicle Status
64644.0,Windshield Wiper Request
64645.0,Fuel Cell Auxiliary Heater Control
64646.0,Fuel Cell Auxiliary Heater Information
64647.0,Fuel Cell Coolant Pump 1 Command
64648.0,Fuel Cell Coolant Pump 2 Command
64649.0,Fuel Cell Coolant Pump 1 Status
64650.0,Fuel Cell Coolant Pump 2 Status
64651.0,Aftertreatment 1 Particulate Sensor Information 2
64652.0,Aftertreatment 1 Particulate Sensor Information 1
64653.0,Product Identification Information
64654.0,Control Function Functionalities
64655.0,Alternate Fuel 3
64656.0,Engine Fuel Injector Metering Rail Pressure Information 1
64657.0,Engine Exhaust NOx
64658.0,Air Fuel Ratio
64659.0,Gaseous Fuel Pressure 2
64660.0,Aftertreatment System Abuse Information
64661.0,Engine Cylinder Pressure Monitor Status Information
64662.0,Engine Information 2
64663.0,Electronic Steering Control 2
64664.0,Vehicle Speed Limiter
64665.0,Assembly Unit Identification
64666.0,Joystick 3 Lamp Status
64667.0,Joystick 2 Lamp Status
64668.0,Joystick 1 Lamp Status
64669.0,Engine Timing Actuator Position Command
64670.0,Engine Timing Actuator Position
64671.0,Dash Display 2
64672.0,Multi-fuel Engine Hours
64673.0,Engine Spark Misfire Rate 3
64674.0,Engine Spark Misfire Rate 2
64675.0,Engine Spark Misfire Rate 1
64676.0,Engine Spark Maximum Voltage 6
64677.0,Engine Spark Maximum Voltage 5
64678.0,Engine Spark Maximum Voltage 4
64679.0,Engine Spark Maximum Voltage 3
64680.0,Engine Spark Maximum Voltage 2
64681.0,Engine Spark Maximum Voltage 1
64682.0,Engine Spark Minimum Voltage 6
64683.0,Engine Spark Minimum Voltage 5
64684.0,Engine Spark Minimum Voltage 4
64685.0,Engine Spark Minimum Voltage 3
64686.0,Engine Spark Minimum Voltage 2
64687.0,Engine Spark Minimum Voltage 1
64688.0,Engine Ignition Controller Maintenance Hours
64689.0,Engine Ignition Control Module Status
64690.0,Switched Power Output Current
64691.0,Fused Power Output Current
64692.0,Switched Power Output Status
64693.0,Fused Power Output Status
64694.0,Vehicle Electrical Power 5
64695.0,Hybrid System Status 2
64696.0,Aftertreatment 2 Service 2
64697.0,Aftertreatment 1 Service 2
64698.0,Aftertreatment 2 SCR Electronic Control Module Information
64699.0,Aftertreatment 1 SCR Electronic Control Module Information
64700.0,Aftertreatment 2 SCR Service Information 2
64701.0,Aftertreatment 1 SCR Service Information 2
64702.0,Electronic Transmission Controller #9
64703.0,Electronic Transmission Controller #10
64704.0,Electronic Transmission Controller #11
64705.0,Transmission Fluids 3
64706.0,Hybrid System Status 1
64707.0,Fuel Information 4 (Gaseous)
64708.0,Aftertreatment 2 SCR Exhaust Gas Temperature 2
64709.0,Aftertreatment 1 SCR Exhaust Gas Temperature 2
64710.0,OBD Information
64711.0,Model Year and Certification Engine Family
64712.0,Electronic Engine Controller 13
64713.0,Engine Fuel/Throttle Valve Information 2
64714.0,Engine Exhaust Gas Recirculation 2 Actuator
64715.0,Engine Exhaust Gas Recirculation 1 Actuator
64716.0,Electronic Engine Controller 12
64717.0,Drive Strategy Status
64718.0,Drive Strategy Command
64719.0,NOx Sensor Self-Diagnosis Request
64720.0,Engine Particulate Sensor Information
64721.0,Active Service Only DTCs
64722.0,Previously Active Service Only DTCs
64723.0,Diagnostic Data Clear/Reset for All Service Only DTCs
64724.0,XCP Get Slave ID
64725.0,Aftertreatment 1 Diesel Exhaust Fluid Pump 1 Information
64726.0,Aftertreatment 1 Diesel Particulate Filter 2 Soot 5
64727.0,Aftertreatment 1 Diesel Particulate Filter 2 Soot 4
64728.0,Aftertreatment 1 Diesel Particulate Filter 2 Soot 3
64729.0,Aftertreatment 1 Diesel Particulate Filter 1 Soot 5
64730.0,Aftertreatment 1 Diesel Particulate Filter 1 Soot 4
64731.0,Aftertreatment 1 Diesel Particulate Filter 1 Soot 3
64732.0,Cruise Control / Vehicle Speed 3
64733.0,Aftertreatment 2 Air Control 3
64734.0,Aftertreatment 1 Air Control 3
64735.0,Engine Fluid Level/Pressure 12
64736.0,Diesel Particulate Filter Control 2
64737.0,Fuel Economy 2 (Liquid)
64738.0,Supplemental Fan Status
64739.0,Engine Exhaust Brake Control
64740.0,Engine Fuel Properties
64741.0,Hydraulic Oil Properties
64742.0,Vehicle/Chassis Lubrication System 2
64743.0,Engine Configuration 3
64744.0,Intake Valve Actuation Control
64745.0,Armrest Switch Matrix Commands
64746.0,"Vehicle Electrical Power 4 (obsolete, use PGN 64695)"
64747.0,Aftertreatment 2 NOx Adsorber Information
64748.0,Aftertreatment 1 NOx Adsorber Information
64749.0,Aftertreatment 2 Warm Up Diesel Oxidation Catalyst Information
64750.0,Land Leveling System Reference Elevation Data
64751.0,Engine Fluid Level/Pressure 11
64752.0,"Engine Fuel/Lube 
Systems 2"
64753.0,Engine Turbocharger Wastegate Actuator and Exhaust Back Pressure Regulator Information
64754.0,Engine Fuel/Throttle Valve Information 1
64755.0,Engine Turbocharger Compressor Bypass Information
64756.0,Charge Air Cooler 2
64757.0,Charge Air Cooler 2 Precooler
64758.0,Charge Air Cooler 1
64759.0,Charge Air Cooler 1 Precooler
64760.0,Diesel Particulate Filter 2 Soot 2
64761.0,Diesel Particulate Filter 1 Soot 2
64762.0,Electronic Engine Controller 11
64763.0,Engine Manifold Actuator Position
64764.0,Engine Manifold Actuator Control
64765.0,Electronic Engine Controller 9
64766.0,Electronic Engine Controller 10
64767.0,Engine Temperature 5
64768.0,Engine Fluid Level/Pressure 10
64769.0,Low Voltage Disconnect  Status
64770.0,All Implements Stop Operations Switch State
64771.0,Implement Operating State Command
64772.0,Direct Lamp Control Data 2
64773.0,Direct Lamp Control Data 1
64774.0,Direct Lamp Control Command 2
64775.0,Direct Lamp Control Command 1
64776.0,Engine oil message
64777.0,High Resolution Fuel Consumption (Liquid)
64778.0,Aftertreatment 2 Outlet Gas NOx Sensor Correction Data 2
64779.0,Aftertreatment 2 Outlet Gas NOx Sensor Correction Data 1
64780.0,Aftertreatment 2 Intake Gas NOx Sensor Correction Data 2
64781.0,Aftertreatment 2 Intake Gas NOx Sensor Correction Data 1
64782.0,Aftertreatment 1 Outlet Gas NOx Sensor Correction Data 2
